name,go,ec,ST01,ST02,ST03,ST04,ST05,ST06,ST07,ST08,ST09,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,St. agalactiae 2603V R,St. agalactiae A909,St. agalactiae NEM316,St. macedonicus ACA-DC 198,St. mutans GS-5 ID CP0036861,St. mutans NN2025,St. mutans UA159,St. pneumoniae Hungary19A-6,St. pneumoniae TCH8431 19A,St. pneumoniae TIGR4,St. thermophilus CNRZ1066,St. thermophilus JIM 8232,St. thermophilus LMD-9,St. thermophilus LMG 18311,St. thermophilus MN-ZLW-002,St. thermophilus ND03
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,5,0,2,1,0,1,0,0,0,1,1,1,1,1,1
transposase for insertion sequence element is1086,GO:0006313; GO:0004803; GO:0003677; GO:0015074,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,1,0,1,2,2,2,2,2,2
cobalt abc transporter atpase,GO:0006200; GO:0005524; GO:0016820; GO:0016887,EC:3.6.3.0; EC:3.6.1.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
copper-transporting atpase,GO:0004008; GO:0016021; GO:0015097; GO:0046872; GO:0005524; GO:0060003; GO:0015694,EC:3.6.3.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
prolyl-trna synthetase,GO:0002161; GO:0004827; GO:0006450; GO:0005524; GO:0005737; GO:0006433; GO:0006525; GO:0006560,EC:6.1.1.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
s-adenosylmethionine synthetase,GO:0004478; GO:0006556; GO:0006730; GO:0005524; GO:0000287; GO:0005737; GO:0006555,EC:2.5.1.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
serine hydroxymethyltransferase,GO:0005737; GO:0030170; GO:0035999; GO:0032259; GO:0019264; GO:0008168; GO:0004372,EC:2.1.1.0; EC:2.1.2.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
fructose-bisphosphate aldolase,GO:0030388; GO:0006096; GO:0004332; GO:0008270; GO:0006000; GO:0006013; GO:0006020; GO:0006094; GO:0006098; GO:0015976,EC:4.1.2.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
atp-dependent dna helicase,GO:0003676; GO:0004003; GO:0005524; GO:0006310; GO:0006281; GO:0005657,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
excinuclease abc subunit a,GO:0006810; GO:0008270; GO:0043190; GO:0009432; GO:0005737; GO:0006289; GO:0003677; GO:0009380; GO:0009381; GO:0016887; GO:0006200; GO:0090305; GO:0005524; GO:0006308,EC:3.6.1.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
dna-directed rna beta subunit,GO:0003899; GO:0006351; GO:0003677; GO:0032549; GO:0005730; GO:0006144; GO:0006206,EC:2.7.7.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
zn-dependent protease,GO:0004222; GO:0006508; GO:0031012; GO:0008270,EC:3.4.24.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dna polymerase iii subunit alpha,GO:0005737; GO:0003887; GO:0006260; GO:0003677; GO:0008408; GO:0042575,EC:2.7.7.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
exodeoxyribonuclease vii large subunit,GO:0005737; GO:0090305; GO:0006308; GO:0003676; GO:0009318; GO:0008855,EC:3.1.11.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
short-chain dehydrogenase,GO:0003858; GO:0055114; GO:0046950,EC:1.1.1.30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
thymidylate kinase,GO:0006233; GO:0005524; GO:0006235; GO:0004798; GO:0016310; GO:0006206,EC:2.7.4.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
acyltransferase,GO:0016747; GO:0016020,EC:2.3.1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
alternate 30s ribosomal protein s14,GO:0005840; GO:0003735; GO:0006412; GO:0019843; GO:0042254,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1
phosphotransferase enzyme family protein,GO:0009405; GO:0006468; GO:0008658; GO:0004674; GO:0008360; GO:0016021; GO:0030420; GO:0000917; GO:0005524; GO:0005886; GO:0004713; GO:0009069,EC:2.7.11.0; EC:2.7.10.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
transcriptional regulator,GO:0035556; GO:0003700; GO:0000160; GO:0003677; GO:0006355; GO:0000156; GO:0005667; GO:0045449,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
deoxyribose-phosphate aldolase,GO:0005737; GO:0004139; GO:0009264; GO:0046386; GO:0006098,EC:4.1.2.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bifunctional atp-dependent dna helicase dna polymerase iii subunit epsilon,GO:0006310; GO:0006281; GO:0003887; GO:0008026; GO:0006260; GO:0003677; GO:0005524; GO:0004527; GO:0042575,EC:2.7.7.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
sugar abc transporter permease,GO:0006810; GO:0005886; GO:0016021; GO:0005215,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pyruvate formate-lyase,GO:0006006; GO:0005737; GO:0008861; GO:0016829; GO:0006090; GO:0042967,EC:2.3.1.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
transcriptional regulator,GO:0003677; GO:0006355,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
permease family protein,GO:0005886; GO:0016021,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
polyribonucleotide nucleotidyltransferase,GO:0005737; GO:0006402; GO:0000175; GO:0003723; GO:0004654; GO:0006396; GO:0051252; GO:0006144; GO:0006206,EC:2.7.7.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
gnat family acetyltransferase,GO:0008080; GO:0042967,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d-alanine--poly ligase subunit 1,GO:0005737; GO:0016208; GO:0047473; GO:0070395; GO:0005524; GO:0046436,EC:6.1.1.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
amidophosphoribosyltransferase,GO:0009113; GO:0046872; GO:0009116; GO:0004044; GO:0006189; GO:0006536; GO:0006541,EC:2.4.2.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
aminopeptidase n,GO:0008237; GO:0006508; GO:0008270; GO:0004177,EC:3.4.11.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
endonuclease exonuclease phosphatase family protein,GO:0008853; GO:0006308,EC:3.1.11.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cysteine desulfurase,GO:0030170; GO:0006534; GO:0031071; GO:0008483; GO:0016829,EC:2.8.1.7; EC:2.6.1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mechanosensitive ion channel,GO:0055085; GO:0016020,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
glyceraldehyde-3-phosphate dehydrogenase,GO:0051287; GO:0004365; GO:0055114; GO:0050661; GO:0006094; GO:0006096,EC:1.2.1.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
dna primase,GO:0005737; GO:0043822; GO:0090305; GO:0000287; GO:0006364; GO:0019843,EC:3.1.26.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dna primase,GO:0003677; GO:0003896; GO:0008270; GO:1990077; GO:0006269; GO:0005730; GO:0006351,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
peptidoglycan-binding protein,GO:0016998,,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,1,1
superoxide dismutase,GO:0046872; GO:0006801; GO:0004784; GO:0055114,EC:1.15.1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cell division protein,GO:0007059; GO:0003677; GO:0005886; GO:0007049; GO:0005524; GO:0016021; GO:0017111; GO:0051301,EC:3.6.1.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
abc transporter substrate-binding protein,GO:0005215; GO:0006810,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,0,0,0,1,1,1,1,1,1
dtdp-4-dehydrorhamnose reductase,GO:0045226; GO:0008831; GO:0055114; GO:0009225; GO:0019872; GO:0030639,EC:1.1.1.133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1
galactose-1-phosphate uridylyltransferase,GO:0005737; GO:0008108; GO:0006012; GO:0009117,EC:2.7.7.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,2,1,1,1,1,1,1
peptidase t,GO:0005737; GO:0045148; GO:0006508; GO:0008270; GO:0008237; GO:0006749,EC:3.4.11.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
peptidoglycan-binding protein,GO:0016998,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cytidylate kinase,GO:0005737; GO:0006220; GO:0016310; GO:0005524; GO:0004127; GO:0006206,EC:2.7.4.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
translation initiation factor if-3,GO:0003743; GO:0006220; GO:0004127; GO:0005524; GO:0016310; GO:0005840; GO:0006446; GO:0006206,EC:2.7.4.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50s ribosomal protein l35,GO:0005840; GO:0003735; GO:0006412; GO:0042254,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50s ribosomal protein l20,GO:0005840; GO:0003735; GO:0006412; GO:0019843; GO:0042254,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
negative transcriptional,GO:0045892; GO:0003677,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d-alanyl-alanine synthetase a,GO:0008360; GO:0030145; GO:0009252; GO:0005524; GO:0000287; GO:0005737; GO:0008716; GO:0046436,EC:6.3.2.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
udp-n-acetylmuramoyl-tripeptide--d-alanyl-d-alanine ligase,GO:0007049; GO:0008360; GO:0008766; GO:0051301; GO:0009252; GO:0005524; GO:0047480; GO:0005737; GO:0009085,EC:6.3.2.10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
peptide chain release factor 3,GO:0006449; GO:0005525; GO:0006184; GO:0016149; GO:0003924; GO:0005840; GO:0006444; GO:0018444,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
rna helicase,GO:0003676; GO:0005524; GO:0008026,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
methyltransferase,GO:0003676; GO:0008168; GO:0032259,EC:2.1.1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
late competence protein required for dna binding and uptake,GO:0006281; GO:0003677,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
competence protein,GO:0016021; GO:0030420; GO:0016787,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
udp-n-acetylglucosamine 1-carboxyvinyltransferase,GO:0008760; GO:0007049; GO:0008360; GO:0051301; GO:0019277; GO:0009252; GO:0005737,EC:2.5.1.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gnat family acetyltransferase,GO:0008080; GO:0042967,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
drtgg domain cbs domain-containing protein,GO:0030554; GO:0003700; GO:0006355; GO:0005667; GO:0045449,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
methionine aminopeptidase,GO:0009987; GO:0006508; GO:0008235; GO:0004177,EC:3.4.11.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ribonuclease bn,GO:0016787,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dna ligase,GO:0006260; GO:0046872; GO:0003911; GO:0003677; GO:0006281,EC:6.5.1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
exodeoxyribonuclease iii,GO:0004519; GO:0090305; GO:0003677; GO:0005622; GO:0006281,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30s ribosomal protein s16,GO:0005840; GO:0003735; GO:0006412; GO:0042254,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
rna-binding protein,GO:0003723,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gtp cyclohydrolase i,GO:0046654; GO:0003934; GO:0008270; GO:0006730; GO:0035998; GO:0005737; GO:0005525; GO:0046656,EC:3.5.4.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
anthranilate synthase subunit ii,GO:0006541; GO:0016829; GO:0046820,EC:2.6.1.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dna-binding family,GO:0005737; GO:0043590; GO:0003677,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
bifunctional pyrimidine regulatory protein uracil phosphoribosyltransferase,GO:0006353; GO:0003723; GO:0009116; GO:0004845; GO:0006355; GO:0006206,EC:2.4.2.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
atp-dependent rna helicase,GO:0003676; GO:0005524; GO:0008026,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
phospho-n-acetylmuramoyl-pentapeptide-transferase,GO:0008360; GO:0009252; GO:0005886; GO:0007049; GO:0016021; GO:0051992; GO:0008963; GO:0051301; GO:0006629,EC:2.7.8.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
penicillin-binding protein 2x,GO:0008658; GO:0016746; GO:0051301,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cell division protein,GO:0043093; GO:0032153; GO:0005887,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16s rrna methyltransferase,GO:0005737; GO:0071424; GO:0070475,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
glutamate-5-semialdehyde dehydrogenase,GO:0005737; GO:0050661; GO:0055129; GO:0004350; GO:0055114; GO:0000051; GO:0006537,EC:1.2.1.41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
glutamate 5-kinase,GO:0003723; GO:0005524; GO:0055129; GO:0016310; GO:0004349; GO:0005737; GO:0000051; GO:0006537,EC:2.7.2.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
abc transporter family protein,GO:0006200; GO:0005524; GO:0016887,EC:3.6.1.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
multidrug abc transporter atp-binding protein,GO:0008559; GO:0016021; GO:0006200; GO:0005524; GO:0006855,EC:3.6.3.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
haloacid dehalogenase,GO:0008152; GO:0016787,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
l-asparaginase,GO:0004067; GO:0006522; GO:0006528; GO:0006531,EC:3.5.1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
alanine racemase,GO:0030170; GO:0030632; GO:0008784; GO:0006531,EC:5.1.1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
holo-,GO:0005737; GO:0006633; GO:0008897; GO:0009059; GO:0005515; GO:0000287; GO:0015940,EC:2.7.8.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mannose-6-phosphate isomerase,GO:0008270; GO:0004476; GO:0006000; GO:0006013,EC:5.3.1.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Unknown,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fructokinase,GO:0016310; GO:0008865; GO:0005982; GO:0005985; GO:0006000; GO:0006013,EC:2.7.1.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
